Location Code,SKU,Name Of the Product,Category,Sub Category,Description,Short_Description,Weight/Quantity (KG/ML/Unit),Price (Inclusive of Tax),Special_Price,Discount %,Inventory,Date,PlanoLoc,For You,Priority
1307,100015429,Aashirvaad Instant Mix Gulab Jamun 175 Gm BOGO,Snacks & Packaged Food,Instant Prepared Food,Aashirvaad Instant Mix Gulab Jamun 175 Gm BOGO,Aashirvaad Instant Mix Gulab Jamun 175 Gm BOGO,EA,130,130,0,15,20/01/21,G40/5_4 ,FALSE,0
1307,100015613,Sunfeast Marie Lite Original 85-100 gm,Snacks & Packaged Food,Biscuit,Sunfeast Marie Lite Original 85-100 gm,Sunfeast Marie Lite Original 85-100 gm,EA,10,10,0,6,20/01/21,G34/7_6 ,FALSE,0
1307,100015681,Bingo Mad Angles Tomato Madness 40 Gm,Snacks & Packaged Food,Snack,Bingo Mad Angles Tomato Madness 40 Gm,Bingo Mad Angles Tomato Madness 40 Gm,EA,10,10,0,22,20/01/21,G48/6_5 ,FALSE,0
1307,100015867,Sunfeast Biscuit Marie Lite With Extra Fiber 200 Gm,Snacks & Packaged Food,Biscuit,Sunfeast Biscuit Marie Lite With Extra Fiber 200 Gm,Sunfeast Biscuit Marie Lite With Extra Fiber 200 Gm,EA,20,20,0,11,20/01/21,G34/7_5 ,FALSE,0
1307,100016243,Pedigree Dog Food Adult Chicken & Veg 3 Kg,Snacks & Packaged Food,Pet Food,Pedigree Dog Food Adult Chicken & Veg 3 Kg,Pedigree Dog Food Adult Chicken & Veg 3 Kg,EA,620,620,0,5,20/01/21,W19/7B_1 ,FALSE,0
1307,100016561,Sunfeast Bourbon Bliss 60 gm.,Snacks & Packaged Food,Biscuit,Sunfeast Bourbon Bliss 60 gm.,Sunfeast Bourbon Bliss 60 gm.,EA,10,10,0,6,20/01/21,G43/3_5 ,FALSE,0
1307,100017002,Dukes Waffy Wafer Biscuits Chocolate 75 Gm,Snacks & Packaged Food,Biscuit,Dukes Waffy Wafer Biscuits Chocolate 75 Gm,Dukes Waffy Wafer Biscuits Chocolate 75 Gm,EA,45,23,48.89,13,20/01/21,G42/5_5 ,TRUE,15
1307,100017230,Dukes Waffy Wafer Biscuits Orange 75 Gm,Snacks & Packaged Food,Biscuit,Dukes Waffy Wafer Biscuits Orange 75 Gm,Dukes Waffy Wafer Biscuits Orange 75 Gm,EA,45,23,48.89,10,20/01/21,G42/5_3 ,TRUE,18
1307,100017416,Dukes Waffy Wafer Biscuits Strawberry 75 Gm,Snacks & Packaged Food,Biscuit,Dukes Waffy Wafer Biscuits Strawberry 75 Gm,Dukes Waffy Wafer Biscuits Strawberry 75 Gm,EA,45,23,48.89,16,20/01/21,G42/6_5E,TRUE,19
1307,100017758,Dukes Waffy Wafer Biscuits Vanilla 75 Gm,Snacks & Packaged Food,Biscuit,Dukes Waffy Wafer Biscuits Vanilla 75 Gm,Dukes Waffy Wafer Biscuits Vanilla 75 Gm,EA,45,23,48.89,8,20/01/21,G42/5_1 ,TRUE,16
1307,100018574,Fun Foods Mayonnaise Classic 245G,Snacks & Packaged Food,Culinary,Fun Foods Mayonnaise Classic 245G,Fun Foods Mayonnaise Classic 245G,EA,69,69,0,10,20/01/21,G16/4_3 ,FALSE,0
1307,100018785,Fun Foods Mayonnaise Veg Original 250G,Snacks & Packaged Food,Culinary,Fun Foods Mayonnaise Veg Original 250G,Fun Foods Mayonnaise Veg Original 250G,EA,69,69,0,9,20/01/21,G16/4_1 ,FALSE,0
1307,100018822,Cerelac Baby Food Stage 1 Wheat Apple 300 Gm,Snacks & Packaged Food,Baby Food,Cerelac Baby Food Stage 1 Wheat Apple 300 Gm,Cerelac Baby Food Stage 1 Wheat Apple 300 Gm,EA,199,199,0,2,20/01/21,W20/1_2 ,FALSE,0
1307,100018911,Cerelac Baby Food Stage 2 Wheat Orange 300 Gm,Snacks & Packaged Food,Baby Food,Cerelac Baby Food Stage 2 Wheat Orange 300 Gm,Cerelac Baby Food Stage 2 Wheat Orange 300 Gm,EA,240,240,0,3,20/01/21,W20/1_4 ,FALSE,0
1307,100019041,Cerelac Baby Food Stage 1 Rice 300 Gm,Snacks & Packaged Food,Baby Food,Cerelac Baby Food Stage 1 Rice 300 Gm,Cerelac Baby Food Stage 1 Rice 300 Gm,EA,199,199,0,3,20/01/21,W20/1_1 ,FALSE,0
1307,100019323,Cerelac Baby Food Stage 3 Wheat Rice Mix Veg 300 Gm.,Snacks & Packaged Food,Baby Food,Cerelac Baby Food Stage 3 Wheat Rice Mix Veg 300 Gm.,Cerelac Baby Food Stage 3 Wheat Rice Mix Veg 300 Gm.,EA,254,254,0,3,20/01/21,W20/1_6 ,FALSE,0
1307,100019382,Cerelac Baby Food Stage 3 Wheat Rice Mixed Fruit 300 Gm,Snacks & Packaged Food,Baby Food,Cerelac Baby Food Stage 3 Wheat Rice Mixed Fruit 300 Gm,Cerelac Baby Food Stage 3 Wheat Rice Mixed Fruit 300 Gm,EA,254,254,0,1,20/01/21,W20/1_5 ,FALSE,0
1307,100019420,Nestle Munch Maha 10.1 gm,Snacks & Packaged Food,Confectionery,Nestle Munch Maha 10.1 gm,Nestle Munch Maha 10.1 gm,EA,5,5,0,3,20/01/21,IM01/5B_3 ,FALSE,0
1307,100019729,Maggi 2 Minute Noodles Atta 75 Gm,Snacks & Packaged Food,Instant Prepared Food,Maggi 2 Minute Noodles Atta 75 Gm,Maggi 2 Minute Noodles Atta 75 Gm,EA,22,22,0,15,20/01/21,G13/3_1 ,FALSE,0
1307,100019737,Kit Kat 2 Finger Chocolate 18 Gm,Snacks & Packaged Food,Confectionery,Kit Kat 2 Finger Chocolate 18 Gm,Kit Kat 2 Finger Chocolate 18 Gm,EA,15,15,0,1,20/01/21,IM01/4_2 ,FALSE,0
1307,100019833,Haldiram Soan Papadi 250 Gm.,Snacks & Packaged Food,Confectionery,Haldiram Soan Papadi 250 Gm.,Haldiram Soan Papadi 250 Gm.,EA,80,80,0,5,20/01/21,G40/7_11E,FALSE,0
1307,100019892,Nestle Nan 1 Infant Formula REFILL 400 Gm,Snacks & Packaged Food,Baby Food,Nestle Nan 1 Infant Formula REFILL 400 Gm,Nestle Nan 1 Infant Formula REFILL 400 Gm,EA,610,610,0,13,20/01/21,W20/2_3 ,FALSE,0
1307,100019921,Maggi Hot & Sweet Sauce 500 Gm Bottle,Snacks & Packaged Food,Culinary,Maggi Hot & Sweet Sauce 500 Gm Bottle,Maggi Hot & Sweet Sauce 500 Gm Bottle,EA,110,110,0,19,20/01/21,G16/8B_6 ,FALSE,0
1307,100020092,Maggi Hot & Sweet Sauce 1 Kg Bottle,Snacks & Packaged Food,Culinary,Maggi Hot & Sweet Sauce 1 Kg Bottle,Maggi Hot & Sweet Sauce 1 Kg Bottle,EA,160,140,12.5,12,20/01/21,G16/8B_5 ,FALSE,0
1307,100020672,Happydent Wave Xylitol Mint Flip Top 17 Gm,Snacks & Packaged Food,Confectionery,Happydent Wave Xylitol Mint Flip Top 17 Gm,Happydent Wave Xylitol Mint Flip Top 17 Gm,EA,20,20,0,14,20/01/21,CU01/4B_2 ,FALSE,0
1307,100020692,Britannia Marie Gold Biscuit 200 Gm,Snacks & Packaged Food,Biscuit,Britannia Marie Gold Biscuit 200 Gm,Britannia Marie Gold Biscuit 200 Gm,EA,23,23,0,41,20/01/21,/,FALSE,0
1307,100020818,Lactogen Infant Formula Stage 2 400 Gm,Snacks & Packaged Food,Baby Food,Lactogen Infant Formula Stage 2 400 Gm,Lactogen Infant Formula Stage 2 400 Gm,EA,330,330,0,3,20/01/21,W20/2_4 ,FALSE,0
1307,100021360,Maggi 2 Minute Noodles Masala 70 Gm,Snacks & Packaged Food,Instant Prepared Food,Maggi 2 Minute Noodles Masala 70 Gm,Maggi 2 Minute Noodles Masala 70 Gm,EA,45,45,0,112,20/01/21,G13/2_1 ,FALSE,0
1307,100021378,Maggi Tomato Ketchup 500 Gm Bottle,Snacks & Packaged Food,Culinary,Maggi Tomato Ketchup 500 Gm Bottle,Maggi Tomato Ketchup 500 Gm Bottle,EA,100,100,0,19,20/01/21,G16/7_5 ,FALSE,0
1307,100021423,Maggi 2 Minute Noodles Masala 140 Gm,Snacks & Packaged Food,Instant Prepared Food,Maggi 2 Minute Noodles Masala 140 Gm,Maggi 2 Minute Noodles Masala 140 Gm,EA,130,130,0,6,20/01/21,G13/2_2 ,FALSE,0
1307,100021458,Nestum Stage 1 Rice 300 gm,Snacks & Packaged Food,Baby Food,Nestum Stage 1 Rice 300 gm,Nestum Stage 1 Rice 300 gm,EA,140,140,0,2,20/01/21,W20/2_6E,FALSE,0
1307,100021504,Bambino Roasted Vermicelli 875 gm,Snacks & Packaged Food,Instant Prepared Food,Bambino Roasted Vermicelli 875 gm,Bambino Roasted Vermicelli 875 gm,EA,99,99,0,3,20/01/21,G15/3_8E,FALSE,0
1307,100021642,Maggi 2 Minute Noodles Masala 560 Gm,Snacks & Packaged Food,Instant Prepared Food,Maggi 2 Minute Noodles Masala 560 Gm,Maggi 2 Minute Noodles Masala 560 Gm,EA,91,85,6.59,137,20/01/21,G13/1_1E,FALSE,0
1307,100021968,Britannia Good Day Biscuit Cashew 200 Gm,Snacks & Packaged Food,Biscuit,Britannia Good Day Biscuit Cashew 200 Gm,Britannia Good Day Biscuit Cashew 200 Gm,EA,40,40,0,24,20/01/21,G44/6_1 ,FALSE,0
1307,100022080,Britannia Good Day Biscuit Butter 150 Gm,Snacks & Packaged Food,Biscuit,Britannia Good Day Biscuit Butter 150 Gm,Britannia Good Day Biscuit Butter 150 Gm,EA,20,18,10,15,20/01/21,G44/6_4 ,FALSE,0
1307,100022258,Britannia 50-50 Biscuit 80 Gm,Snacks & Packaged Food,Biscuit,Britannia 50-50 Biscuit 80 Gm,Britannia 50-50 Biscuit 80 Gm,EA,10,10,0,33,20/01/21,G42/1_5 ,FALSE,0
1307,100022338,Britannia 50-50 Biscuit Maska Chaska 48 Gm,Snacks & Packaged Food,Biscuit,Britannia 50-50 Biscuit Maska Chaska 48 Gm,Britannia 50-50 Biscuit Maska Chaska 48 Gm,EA,10,10,0,26,20/01/21,G42/2_11E,FALSE,0
1307,100022442,Britannia Milk Bikis Cream Biscuit 100 Gm,Snacks & Packaged Food,Biscuit,Britannia Milk Bikis Cream Biscuit 100 Gm,Britannia Milk Bikis Cream Biscuit 100 Gm,EA,20,20,0,10,20/01/21,G43/5_2 ,FALSE,0
1307,100022469,Britannia Biscuit Bourbon 150 gm,Snacks & Packaged Food,Biscuit,Britannia Biscuit Bourbon 150 gm,Britannia Biscuit Bourbon 150 gm,EA,30,27,10,21,20/01/21,G43/6_1 ,FALSE,0
1307,100022557,Britannia Milk Bikis Biscuit 44 Gm,Snacks & Packaged Food,Biscuit,Britannia Milk Bikis Biscuit 44 Gm,Britannia Milk Bikis Biscuit 44 Gm,EA,5,5,0,40,20/01/21,G34/5_6 ,FALSE,0
1307,100022565,Britannia Biscuit Little Hearts 37 gms,Snacks & Packaged Food,Biscuit,Britannia Biscuit Little Hearts 37 gms,Britannia Biscuit Little Hearts 37 gms,EA,10,10,0,52,20/01/21,G34/6_2 ,FALSE,0
1307,100022653,Britannia Treat Cream Biscuit Jam 100 Gm,Snacks & Packaged Food,Biscuit,Britannia Treat Cream Biscuit Jam 100 Gm,Britannia Treat Cream Biscuit Jam 100 Gm,EA,25,25,0,10,20/01/21,G43/7B_2 ,FALSE,0
1307,100022688,Britannia Marie Gold Biscuit 120 Gm,Snacks & Packaged Food,Biscuit,Britannia Marie Gold Biscuit 120 Gm,Britannia Marie Gold Biscuit 120 Gm,EA,15,15,0,26,20/01/21,G34/8B_3 ,FALSE,0
1307,100022696,Britannia Nice Time Biscuit 73 Gm,Snacks & Packaged Food,Biscuit,Britannia Nice Time Biscuit 73 Gm,Britannia Nice Time Biscuit 73 Gm,EA,10,10,0,20,20/01/21,G34/5_9E,FALSE,0
1307,100022741,Britannia Good Day Nuts Cookie 100 Gm.,Snacks & Packaged Food,Biscuit,Britannia Good Day Nuts Cookie 100 Gm.,Britannia Good Day Nuts Cookie 100 Gm.,EA,20,20,0,5,20/01/21,G44/6_6 ,FALSE,0
1307,100022821,Britannia  Biscuit Bourbon 60 gm,Snacks & Packaged Food,Biscuit,Britannia  Biscuit Bourbon 60 gm,Britannia  Biscuit Bourbon 60 gm,EA,10,10,0,41,20/01/21,G43/6_3 ,FALSE,0
1307,100022881,Britannia Treat Cream Biscuit Jam 150 Gm,Snacks & Packaged Food,Biscuit,Britannia Treat Cream Biscuit Jam 150 Gm,Britannia Treat Cream Biscuit Jam 150 Gm,EA,35,28,20,4,20/01/21,G43/7B_1 ,FALSE,0
1307,100022936,Britannia Nutri Choice Biscuit Digestive 250 Gm,Snacks & Packaged Food,Biscuit,Britannia Nutri Choice Biscuit Digestive 250 Gm,Britannia Nutri Choice Biscuit Digestive 250 Gm,EA,55,55,0,3,20/01/21,G44/4_1 ,FALSE,0
1307,100022944,Britannia Treat Cream Biscuit Orange 64 Gm,Snacks & Packaged Food,Biscuit,Britannia Treat Cream Biscuit Orange 64 Gm,Britannia Treat Cream Biscuit Orange 64 Gm,EA,10,10,0,4,20/01/21,G43/7B_3 ,FALSE,0
1307,100022979,Britannia Marie Gold Biscuit 89 G,Snacks & Packaged Food,Biscuit,Britannia Marie Gold Biscuit 89 G,Britannia Marie Gold Biscuit 89 G,EA,10,10,0,39,20/01/21,G34/8B_4 ,FALSE,0
1307,100023040,Britannia Nutri Choice Biscuit Digestive 100 Gm,Snacks & Packaged Food,Biscuit,Britannia Nutri Choice Biscuit Digestive 100 Gm,Britannia Nutri Choice Biscuit Digestive 100 Gm,EA,20,20,0,38,20/01/21,G44/4_3 ,FALSE,0
1307,100023285,Britannia Good Day Biscuit Cashew 53 Gm,Snacks & Packaged Food,Biscuit,Britannia Good Day Biscuit Cashew 53 Gm,Britannia Good Day Biscuit Cashew 53 Gm,EA,10,10,0,37,20/01/21,G44/6_3 ,FALSE,0
1307,100023365,Britannia Milk Bikis Cream Biscuits 200 Gm,Snacks & Packaged Food,Biscuit,Britannia Milk Bikis Cream Biscuits 200 Gm,Britannia Milk Bikis Cream Biscuits 200 Gm,EA,40,40,0,13,20/01/21,G43/5_1 ,FALSE,0
1307,100024435,Kitchens Promise Vermicelli 900 gm.,Snacks & Packaged Food,Instant Prepared Food,Kitchens Promise Vermicelli 900 gm.,Kitchens Promise Vermicelli 900 gm.,EA,79,69,12.66,0,20/01/21,G15/3_2 ,FALSE,0
1307,100024771,Top Ramen Noodle Magic Masala 280 gm,Snacks & Packaged Food,Instant Prepared Food,Top Ramen Noodle Magic Masala 280 gm,Top Ramen Noodle Magic Masala 280 gm,EA,43,43,0,21,20/01/21,G14/6_3E,FALSE,0
1307,100025002,Top Ramen Noodle Magic Masala 420 gm,Snacks & Packaged Food,Instant Prepared Food,Top Ramen Noodle Magic Masala 420 gm,Top Ramen Noodle Magic Masala 420 gm,EA,64,64,0,32,20/01/21,G14/6_2 ,FALSE,0
1307,100028491,Haldirams Alu Bhujia 150 Gm,Snacks & Packaged Food,Snack,Haldirams Alu Bhujia 150 Gm,Haldirams Alu Bhujia 150 Gm,EA,35,35,0,3,20/01/21,G45/4_6 ,FALSE,0
1307,100031381,Chings Egg Noodles 150 gm,Snacks & Packaged Food,Instant Prepared Food,Chings Egg Noodles 150 gm,Chings Egg Noodles 150 gm,EA,32,29,9.38,4,20/01/21,G15/8B_6 ,FALSE,0
1307,100031488,Ching's Green Chilli Sauce 190 gm,Snacks & Packaged Food,Culinary,Ching's Green Chilli Sauce 190 gm,Ching's Green Chilli Sauce 190 gm,EA,55,46,16.36,3,20/01/21,G16/6_10 ,FALSE,0
1307,100031605,Chings Veg Noodles 150 gm,Snacks & Packaged Food,Instant Prepared Food,Chings Veg Noodles 150 gm,Chings Veg Noodles 150 gm,EA,30,27,10,15,20/01/21,G15/8B_7 ,FALSE,0
1307,100033141,Weikfield Cornflour Powder 100 Gm Box,Snacks & Packaged Food,Culinary,Weikfield Cornflour Powder 100 Gm Box,Weikfield Cornflour Powder 100 Gm Box,EA,27,27,0,1,20/01/21,G40/8B_10 ,FALSE,0
1307,100033571,Weikfield Cocoa Powder 50 Gm Jar,Snacks & Packaged Food,Culinary,Weikfield Cocoa Powder 50 Gm Jar,Weikfield Cocoa Powder 50 Gm Jar,EA,65,65,0,14,20/01/21,G40/8B_13E,FALSE,0
1307,100033740,Weikfield Cornflour Powder 500 Gm Box,Snacks & Packaged Food,Culinary,Weikfield Cornflour Powder 500 Gm Box,Weikfield Cornflour Powder 500 Gm Box,EA,80,80,0,1,20/01/21,G40/8B_9 ,FALSE,0
1307,100034048,Weikfield Green Chilly Sauce 200 Gm Bottle,Snacks & Packaged Food,Culinary,Weikfield Green Chilly Sauce 200 Gm Bottle,Weikfield Green Chilly Sauce 200 Gm Bottle,EA,55,49,10.91,9,20/01/21,G16/6_7 ,FALSE,0
1307,100034777,Weikfield Red Chilly Sauce 200 Gm Bottle,Snacks & Packaged Food,Culinary,Weikfield Red Chilly Sauce 200 Gm Bottle,Weikfield Red Chilly Sauce 200 Gm Bottle,EA,55,49,10.91,4,20/01/21,G16/6_6 ,FALSE,0
1307,100034785,Cadbury Dairy Milk Chocolate 25 Gm,Snacks & Packaged Food,Confectionery,Cadbury Dairy Milk Chocolate 25 Gm,Cadbury Dairy Milk Chocolate 25 Gm,EA,20,20,0,66,20/01/21,G39/3_1 ,FALSE,0
1307,100035251,Cadbury Dairy Milk Roasted Almond 38 Gm,Snacks & Packaged Food,Confectionery,Cadbury Dairy Milk Roasted Almond 38 Gm,Cadbury Dairy Milk Roasted Almond 38 Gm,EA,45,45,0,125,20/01/21,G39/4_2 ,FALSE,0
1307,100035462,Cadbury Dairy Milk Fruit And Nut 80 Gm,Snacks & Packaged Food,Confectionery,Cadbury Dairy Milk Fruit And Nut 80 Gm,Cadbury Dairy Milk Fruit And Nut 80 Gm,EA,90,90,0,16,20/01/21,G39/1_11E,FALSE,0
1307,100035833,Cadbury Dairy Milk Chocolate 12 GM,Snacks & Packaged Food,Confectionery,Cadbury Dairy Milk Chocolate 12 GM,Cadbury Dairy Milk Chocolate 12 GM,EA,10,10,0,36,20/01/21,G39/3_4 ,FALSE,0
1307,100036164,Maggi Pasta Masala 65 Gm,Snacks & Packaged Food,Instant Prepared Food,Maggi Pasta Masala 65 Gm,Maggi Pasta Masala 65 Gm,EA,25,21,16,24,20/01/21,G15/8B_8 ,FALSE,0
1307,100036397,Cadbury Silk Roast Almond 137 Gm,Snacks & Packaged Food,Confectionery,Cadbury Silk Roast Almond 137 Gm,Cadbury Silk Roast Almond 137 Gm,EA,175,158,9.71,27,20/01/21,C11/1_2 ,FALSE,0
1307,100036405,Cadbury Dairy Milk Silk Roast Almond 55 gm,Snacks & Packaged Food,Confectionery,Cadbury Dairy Milk Silk Roast Almond 55 gm,Cadbury Dairy Milk Silk Roast Almond 55 gm,EA,80,80,0,91,20/01/21,C11/4_1E,FALSE,0
1307,100036412,Cadbury Silk Fruit And Nut 137 Gm,Snacks & Packaged Food,Confectionery,Cadbury Silk Fruit And Nut 137 Gm,Cadbury Silk Fruit And Nut 137 Gm,EA,175,158,9.71,15,20/01/21,C11/2_1 ,FALSE,0
1307,100036424,Cadbury Silk Fruit And Nut 55 Gm,Snacks & Packaged Food,Confectionery,Cadbury Silk Fruit And Nut 55 Gm,Cadbury Silk Fruit And Nut 55 Gm,EA,80,80,0,82,20/01/21,C11/5_2E,FALSE,0
1307,100036447,Cadbury Dairy Milk Silk 150 Gm,Snacks & Packaged Food,Confectionery,Cadbury Dairy Milk Silk 150 Gm,Cadbury Dairy Milk Silk 150 Gm,EA,160,144,10,47,20/01/21,C11/1_1 ,FALSE,0
1307,100036451,Cadbury Silk Plain 60 Gm,Snacks & Packaged Food,Confectionery,Cadbury Silk Plain 60 Gm,Cadbury Silk Plain 60 Gm,EA,70,70,0,68,20/01/21,C11/3_1 ,FALSE,0
1307,100037349,Act II Popcorn Pressure Cooker Tomato Chilly 59 Gm,Snacks & Packaged Food,Snack,Act II Popcorn Pressure Cooker Tomato Chilly 59 Gm,Act II Popcorn Pressure Cooker Tomato Chilly 59 Gm,EA,30,30,0,45,20/01/21,G48/5_6 ,FALSE,0
1307,100039789,Dabur Homemade Cococnut Milk 200 Gm Pouch,Snacks & Packaged Food,Culinary,Dabur Homemade Cococnut Milk 200 Gm Pouch,Dabur Homemade Cococnut Milk 200 Gm Pouch,EA,75,75,0,0,20/01/21,G16/5_7 ,FALSE,0
1307,100040159,Bingo Mad Angles Mmmmm Masala 80 Gm,Snacks & Packaged Food,Snack,Bingo Mad Angles Mmmmm Masala 80 Gm,Bingo Mad Angles Mmmmm Masala 80 Gm,EA,20,16,20,1,20/01/21,G48/1_3 ,FALSE,0
1307,100041619,MTR Instant Mix Rava Idli 500 Gm,Snacks & Packaged Food,Instant Prepared Food,MTR Instant Mix Rava Idli 500 Gm,MTR Instant Mix Rava Idli 500 Gm,EA,110,110,0,4,20/01/21,W10/1_4 ,FALSE,0
1307,100041740,Mtr Instant Mix Rava Dosa 500 Gm,Snacks & Packaged Food,Instant Prepared Food,Mtr Instant Mix Rava Dosa 500 Gm,Mtr Instant Mix Rava Dosa 500 Gm,EA,120,110,8.33,10,20/01/21,W10/1_3 ,FALSE,0
1307,100041936,Britannia Marie Gold Biscuit 250 Gm,Snacks & Packaged Food,Biscuit,Britannia Marie Gold Biscuit 250 Gm,Britannia Marie Gold Biscuit 250 Gm,EA,30,30,0,39,20/01/21,G34/8B_2 ,FALSE,0
1307,100042081,MTR Instant Mix Dosa 500 Gm,Snacks & Packaged Food,Instant Prepared Food,MTR Instant Mix Dosa 500 Gm,MTR Instant Mix Dosa 500 Gm,EA,120,105,12.5,6,20/01/21,W10/1_2 ,FALSE,0
1307,100042195,MTR Instant Mix Dosa 200 Gm,Snacks & Packaged Food,Instant Prepared Food,MTR Instant Mix Dosa 200 Gm,MTR Instant Mix Dosa 200 Gm,EA,70,70,0,4,20/01/21,W10/1_5 ,FALSE,0
1307,100042744,Sunfeast Special-Bounce Cream Biscuit Choco 41.5 Gm/50gm,Snacks & Packaged Food,Biscuit,Sunfeast Special-Bounce Cream Biscuit Choco 41.5 Gm/50gm,Sunfeast Special-Bounce Cream Biscuit Choco 41.5 Gm/50gm,EA,5,5,0,17,20/01/21,G43/3_3 ,FALSE,0
1307,100049994,Cadbury Bournville Rich Cocoa Chocolate 31 Gm,Snacks & Packaged Food,Confectionery,Cadbury Bournville Rich Cocoa Chocolate 31 Gm,Cadbury Bournville Rich Cocoa Chocolate 31 Gm,EA,45,45,0,202,20/01/21,G39/1_7 ,FALSE,0
1307,100050268,Lactogen Infant Formula Stage 3 400 Gm,Snacks & Packaged Food,Baby Food,Lactogen Infant Formula Stage 3 400 Gm,Lactogen Infant Formula Stage 3 400 Gm,EA,310,310,0,3,20/01/21,W20/2_5 ,FALSE,0
1307,100050338,Britannia Milk Bikis Biscuit 73 Gm,Snacks & Packaged Food,Biscuit,Britannia Milk Bikis Biscuit 73 Gm,Britannia Milk Bikis Biscuit 73 Gm,EA,10,10,0,0,20/01/21,G34/5_5 ,FALSE,0
1307,100050401,Unibic Cookies Choconut 75 Gm,Snacks & Packaged Food,Biscuit,Unibic Cookies Choconut 75 Gm,Unibic Cookies Choconut 75 Gm,EA,25,25,0,43,20/01/21,G33/5_8E,FALSE,0
1307,100050413,Knorr Shanghai Hot & Sour Chicken Soup 38g.,Snacks & Packaged Food,Instant Prepared Food,Knorr Shanghai Hot & Sour Chicken Soup 38g.,Knorr Shanghai Hot & Sour Chicken Soup 38g.,EA,70,61,12.86,5,20/01/21,G15/1_2 ,FALSE,0
1307,100051340,Unibic Cookies Chocolate Chip 75 Gm,Snacks & Packaged Food,Biscuit,Unibic Cookies Chocolate Chip 75 Gm,Unibic Cookies Chocolate Chip 75 Gm,EA,30,30,0,27,20/01/21,G33/5_7 ,FALSE,0
1307,100051745,Act II Instant Press Cook Popcorn Butter Pepper 70 gm,Snacks & Packaged Food,Snack,Act II Instant Press Cook Popcorn Butter Pepper 70 gm,Act II Instant Press Cook Popcorn Butter Pepper 70 gm,EA,30,27,10,53,20/01/21,G48/5_7 ,FALSE,0
1307,100051809,ACT II IPC Golden Sizzle 30 gm,Snacks & Packaged Food,Snack,ACT II IPC Golden Sizzle 30 gm,ACT II IPC Golden Sizzle 30 gm,EA,10,10,0,81,20/01/21,G48/5_8 ,FALSE,0
1307,100051892,ACT II IPC Chilli Surprise 30 gm,Snacks & Packaged Food,Snack,ACT II IPC Chilli Surprise 30 gm,ACT II IPC Chilli Surprise 30 gm,EA,10,10,0,73,20/01/21,G48/5_10E,FALSE,0
1307,100052406,ACT II IPC Classic Salted 30 gm,Snacks & Packaged Food,Snack,ACT II IPC Classic Salted 30 gm,ACT II IPC Classic Salted 30 gm,EA,10,10,0,35,20/01/21,G48/5_9 ,FALSE,0
1307,100052457,ACT II Popcorn Microwave Natural 99 Gm,Snacks & Packaged Food,Snack,ACT II Popcorn Microwave Natural 99 Gm,ACT II Popcorn Microwave Natural 99 Gm,EA,70,60,14.29,72,20/01/21,/,FALSE,0
1307,100054006,Bambino Macaroni Elbow 850gm,Snacks & Packaged Food,Instant Prepared Food,Bambino Macaroni Elbow 850gm,Bambino Macaroni Elbow 850gm,EA,100,100,0,8,20/01/21,G15/6_1 ,FALSE,0
1307,100054065,Dabur Chyawanprash 1 Kg,Snacks & Packaged Food,Health Diet Food,Dabur Chyawanprash 1 Kg,Dabur Chyawanprash 1 Kg,EA,340,340,0,14,20/01/21,G35/1_3 ,FALSE,0
1307,100054685,Haldirams Moong Dal 30 g,Snacks & Packaged Food,Snack,Haldirams Moong Dal 30 g,Haldirams Moong Dal 30 g,EA,10,10,0,1,20/01/21,G45/3_4 ,FALSE,0
1307,100054918,Haldirams Aloo Bhujia 50 g,Snacks & Packaged Food,Snack,Haldirams Aloo Bhujia 50 g,Haldirams Aloo Bhujia 50 g,EA,10,10,0,1,20/01/21,G45/3_7 ,FALSE,0
1307,100055048,Haldirams Mixture 150 Gm,Snacks & Packaged Food,Snack,Haldirams Mixture 150 Gm,Haldirams Mixture 150 Gm,EA,30,30,0,1,20/01/21,G45/5_3 ,FALSE,0
1307,100055245,Britannia Milk Bikis Biscuit 200 Gm,Snacks & Packaged Food,Biscuit,Britannia Milk Bikis Biscuit 200 Gm,Britannia Milk Bikis Biscuit 200 Gm,EA,27,27,0,3,20/01/21,G34/5_3 ,FALSE,0
1307,100055540,Iyers Chilly Papad 160 Gm,Snacks & Packaged Food,Instant Prepared Food,Iyers Chilly Papad 160 Gm,Iyers Chilly Papad 160 Gm,EA,101,101,0,1,20/01/21,W10/4_7 ,FALSE,0
1307,100055608,Iyers Curd Chillies 100 Gm,Snacks & Packaged Food,Instant Prepared Food,Iyers Curd Chillies 100 Gm,Iyers Curd Chillies 100 Gm,EA,69,69,0,1,20/01/21,W10/7_7 ,FALSE,0
1307,100055857,Iyers Rice Applam 100 Gm,Snacks & Packaged Food,Instant Prepared Food,Iyers Rice Applam 100 Gm,Iyers Rice Applam 100 Gm,EA,55,55,0,3,20/01/21,W10/3_8 ,FALSE,0
1307,100055923,MTR Vermicelli 875 gm,Snacks & Packaged Food,Instant Prepared Food,MTR Vermicelli 875 gm,MTR Vermicelli 875 gm,EA,80,65,18.75,32,20/01/21,G15/5_2 ,FALSE,0
1307,100055952,Maggi Tomato Ketchup Pitchkoo 90 Gm,Snacks & Packaged Food,Culinary,Maggi Tomato Ketchup Pitchkoo 90 Gm,Maggi Tomato Ketchup Pitchkoo 90 Gm,EA,15,15,0,13,20/01/21,G16/7_8 ,FALSE,0
